年份,学校代码,学校名称,城市,地区类别,学科门类,总分要求,单科满分100,单科满分150,拟招生人数,数据来源
2019,10001,北京大学,北京,一线城市,军事学,307,46.05,67.61,56,模拟数据(基于历史趋势)
2019,10001,北京大学,北京,一线城市,管理学,405,60.0,90.0,140,模拟数据(基于历史趋势)
2019,10001,北京大学,北京,一线城市,艺术学,382,57.3,83.86,43,模拟数据(基于历史趋势)
2019,10001,北京大学,北京,一线城市,交叉学科,354,56.1,81.42,50,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,哲学,348,50.199999999999996,78.04,31,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,经济学,410,58.5,90.0,139,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,法学,359,53.85,81.57000000000001,47,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,教育学,369,53.35,87.87,74,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,文学,408,60.0,90.0,51,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,历史学,353,50.949999999999996,84.19,13,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,理学,358,51.699999999999996,82.34,75,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,工学,279,44.85,60.0,176,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,农学,306,45.9,66.38000000000001,31,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,医学,363,52.449999999999996,87.49000000000001,58,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,军事学,292,42.8,63.16,20,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,管理学,377,59.55,82.71000000000001,75,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,艺术学,409,60.0,90.0,10,模拟数据(基于历史趋势)
2019,10002,中国人民大学,北京,一线城市,交叉学科,376,57.4,90.0,58,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,哲学,339,49.85,80.97,79,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,经济学,412,60.0,90.0,107,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,法学,375,58.25,88.25,48,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,教育学,384,54.599999999999994,83.32000000000001,14,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,文学,418,60.0,90.0,71,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,历史学,364,52.6,79.72,60,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,理学,338,47.699999999999996,74.74000000000001,56,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,工学,290,42.5,67.7,66,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,农学,285,45.75,60.55,44,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,医学,340,51.0,80.2,36,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,军事学,296,41.4,73.08,45,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,管理学,399,58.849999999999994,90.0,101,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,艺术学,411,60.0,90.0,30,模拟数据(基于历史趋势)
2019,10006,北京航空航天大学,北京,一线城市,交叉学科,350,53.5,76.5,53,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,哲学,340,51.0,80.2,37,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,经济学,409,58.349999999999994,90.0,182,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,法学,375,53.25,90.0,24,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,教育学,377,55.55,87.71000000000001,38,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,文学,419,60.0,90.0,21,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,历史学,349,49.35,80.27000000000001,7,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,理学,316,46.4,73.68,68,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,工学,291,45.65,64.93,188,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,农学,285,43.75,69.55,30,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,医学,339,48.85,77.97,77,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,军事学,300,46.0,71.0,43,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,管理学,398,56.699999999999996,90.0,148,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,艺术学,404,57.599999999999994,89.92,54,模拟数据(基于历史趋势)
2019,10007,北京理工大学,北京,一线城市,交叉学科,352,52.8,76.96000000000001,62,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,哲学,322,49.3,78.06,31,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,经济学,386,55.9,89.78,114,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,法学,379,53.85,90.0,45,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,教育学,361,52.15,88.03,70,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,文学,403,59.449999999999996,90.0,30,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,历史学,356,53.4,78.88000000000001,46,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,理学,345,50.75,80.35000000000001,25,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,工学,276,40.0,66.48,37,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,农学,272,40.0,60.56,62,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,医学,335,53.25,72.05,61,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,军事学,277,41.55,60.71,38,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,管理学,389,60.0,87.47,126,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,艺术学,401,57.15,90.0,60,模拟数据(基于历史趋势)
2019,10027,北京师范大学,北京,一线城市,交叉学科,366,55.9,79.18,18,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,哲学,325,47.75,78.75,49,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,经济学,403,60.0,87.69,185,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,法学,363,55.449999999999996,85.49000000000001,60,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,教育学,379,59.85,90.0,39,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,文学,399,60.0,90.0,73,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,历史学,337,49.55,76.51,46,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,理学,356,54.4,84.88000000000001,32,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,工学,284,40.0,60.32000000000001,126,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,农学,274,40.0,62.02,15,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,医学,345,54.75,76.35000000000001,58,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,军事学,299,44.85,67.77,74,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,管理学,377,53.55,88.71000000000001,35,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,艺术学,381,57.15,90.0,54,模拟数据(基于历史趋势)
2019,10019,中国农业大学,北京,一线城市,交叉学科,348,54.199999999999996,78.04,59,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,哲学,337,48.55,79.51,77,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,经济学,401,58.15,90.0,149,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,法学,355,56.25,77.65,55,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,教育学,387,55.05,85.01,23,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,文学,412,58.8,89.76,35,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,历史学,372,54.8,86.56,69,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,理学,340,50.0,78.2,18,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,工学,309,46.35,71.07000000000001,135,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,农学,284,44.6,63.32000000000001,18,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,医学,364,57.6,88.72,18,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,军事学,314,49.1,67.22,50,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,管理学,419,60.0,90.0,133,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,艺术学,394,60.0,90.0,26,模拟数据(基于历史趋势)
2019,10246,复旦大学,上海,一线城市,交叉学科,385,58.75,90.0,10,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,哲学,343,54.449999999999996,82.89,64,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,经济学,415,60.0,90.0,181,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,法学,377,57.55,87.71000000000001,54,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,教育学,382,58.3,87.86,64,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,文学,400,60.0,90.0,74,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,历史学,369,57.35,79.87,25,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,理学,332,51.8,71.36,8,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,工学,311,48.65,73.53,136,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,农学,276,44.4,66.48,27,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,医学,365,54.75,78.95,71,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,军事学,296,44.4,70.08,56,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,管理学,410,60.0,90.0,126,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,艺术学,393,60.0,90.0,25,模拟数据(基于历史趋势)
2019,10248,上海交通大学,上海,一线城市,交叉学科,356,51.4,76.88000000000001,31,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,哲学,339,48.85,78.97,40,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,经济学,395,56.25,90.0,79,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,法学,357,53.55,78.11,52,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,教育学,395,59.25,89.85000000000001,35,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,文学,420,60.0,90.0,37,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,历史学,365,57.75,85.95,69,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,理学,333,51.949999999999996,81.59,69,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,工学,297,43.55,65.31,101,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,农学,270,40.0,62.1,55,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,医学,355,52.25,86.65,14,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,军事学,286,43.9,62.78,5,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,管理学,375,57.25,88.25,56,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,艺术学,397,57.55,90.0,37,模拟数据(基于历史趋势)
2019,10247,同济大学,上海,一线城市,交叉学科,349,50.35,85.27000000000001,46,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,哲学,335,52.25,77.05,58,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,经济学,391,59.65,88.93,175,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,法学,367,54.05,79.41,80,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,教育学,385,60.0,90.0,6,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,文学,416,60.0,90.0,53,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,历史学,353,53.949999999999996,76.19,67,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,理学,327,46.05,79.21000000000001,66,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,工学,309,48.35,67.07000000000001,154,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,农学,278,40.0,61.940000000000005,23,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,医学,354,54.1,79.42,19,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,军事学,294,46.1,67.62,8,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,管理学,401,60.0,90.0,97,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,艺术学,407,60.0,90.0,36,模拟数据(基于历史趋势)
2019,10269,华东师范大学,上海,一线城市,交叉学科,352,55.8,76.96000000000001,28,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,哲学,323,47.449999999999996,76.29,9,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,经济学,399,58.849999999999994,90.0,177,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,法学,355,52.25,86.65,39,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,教育学,369,55.35,81.87,45,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,文学,402,57.3,88.46000000000001,61,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,历史学,352,54.8,83.96000000000001,35,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,理学,344,49.6,83.12,29,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,工学,300,43.0,72.0,101,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,农学,272,43.8,60.0,75,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,医学,342,51.3,82.66,54,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,军事学,281,40.15,60.63000000000001,78,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,管理学,399,60.0,90.0,109,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,艺术学,379,55.85,82.17,18,模拟数据(基于历史趋势)
2019,10284,南京大学,南京,新一线城市,交叉学科,348,54.199999999999996,78.04,65,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,哲学,329,47.35,80.67,13,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,经济学,385,57.75,83.55,138,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,法学,350,52.5,82.5,51,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,教育学,389,57.349999999999994,90.0,11,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,文学,420,60.0,90.0,76,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,历史学,368,56.199999999999996,83.64,22,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,理学,334,53.1,71.82000000000001,72,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,工学,296,42.4,67.08,31,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,农学,283,41.449999999999996,66.09,45,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,医学,340,52.0,78.2,5,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,军事学,285,43.75,65.55,60,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,管理学,390,60.0,84.7,131,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,艺术学,373,58.949999999999996,80.79,77,模拟数据(基于历史趋势)
2019,10286,东南大学,南京,新一线城市,交叉学科,349,55.35,84.27000000000001,17,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,哲学,350,54.5,82.5,80,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,经济学,415,60.0,90.0,96,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,法学,371,58.65,83.33,75,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,教育学,367,54.05,80.41,30,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,文学,417,59.55,90.0,23,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,历史学,365,57.75,81.95,80,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,理学,339,53.85,80.97,66,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,工学,317,45.55,76.91,106,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,农学,295,42.25,72.85000000000001,52,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,医学,346,49.9,80.58,5,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,军事学,284,42.6,69.32000000000001,18,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,管理学,397,56.55,90.0,61,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,艺术学,413,59.949999999999996,90.0,26,模拟数据(基于历史趋势)
2019,10335,浙江大学,杭州,新一线城市,交叉学科,370,52.5,90.0,45,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,哲学,325,46.75,69.75,66,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,经济学,419,60.0,90.0,34,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,法学,373,52.949999999999996,87.79,55,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,教育学,380,58.0,90.0,48,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,文学,395,56.25,90.0,57,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,历史学,332,47.8,71.36,22,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,理学,320,48.0,68.60000000000001,40,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,工学,295,41.25,64.85000000000001,105,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,农学,272,40.8,65.56,29,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,医学,355,56.25,77.65,61,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,军事学,304,46.6,68.92,69,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,管理学,398,60.0,90.0,121,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,艺术学,391,60.0,86.93,15,模拟数据(基于历史趋势)
2019,10358,中国科学技术大学,合肥,新一线城市,交叉学科,335,47.25,78.05,27,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,哲学,321,47.15,73.83,43,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,经济学,395,60.0,87.85000000000001,166,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,法学,376,58.4,83.48,38,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,教育学,367,53.05,81.41,55,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,文学,402,60.0,90.0,18,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,历史学,370,54.5,82.10000000000001,59,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,理学,319,45.85,75.37,60,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,工学,302,47.3,67.46000000000001,139,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,农学,280,43.0,65.4,73,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,医学,334,49.1,80.82000000000001,29,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,军事学,310,45.5,72.3,5,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,管理学,389,60.0,88.47,95,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,艺术学,409,60.0,90.0,56,模拟数据(基于历史趋势)
2019,10422,山东大学,济南,新一线城市,交叉学科,360,54.0,87.8,20,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,哲学,345,52.75,84.35000000000001,76,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,经济学,414,60.0,90.0,66,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,法学,374,54.1,87.02000000000001,44,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,教育学,367,53.05,89.41,13,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,文学,399,58.849999999999994,90.0,53,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,历史学,349,51.35,75.27000000000001,38,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,理学,321,49.15,75.83,40,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,工学,285,41.75,63.55,51,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,农学,273,43.949999999999996,67.79,77,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,医学,337,53.55,75.51,80,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,军事学,286,42.9,63.78,71,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,管理学,377,54.55,86.71000000000001,137,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,艺术学,385,54.75,83.55,78,模拟数据(基于历史趋势)
2019,10423,中国海洋大学,青岛,新一线城市,交叉学科,327,46.05,72.21000000000001,21,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,哲学,307,49.05,70.61,63,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,经济学,398,60.0,90.0,160,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,法学,357,50.55,87.11,16,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,教育学,368,58.199999999999996,83.64,20,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,文学,412,60.0,90.0,44,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,历史学,347,50.05,79.81,52,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,理学,331,47.65,75.13000000000001,10,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,工学,293,44.949999999999996,69.39,49,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,农学,261,40.0,60.0,69,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,医学,330,50.5,75.9,67,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,军事学,283,41.449999999999996,65.09,24,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,管理学,385,58.75,85.55,93,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,艺术学,393,59.949999999999996,86.39,13,模拟数据(基于历史趋势)
2019,10486,武汉大学,武汉,新一线城市,交叉学科,361,52.15,83.03,69,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,哲学,333,46.949999999999996,81.59,30,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,经济学,400,57.0,90.0,103,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,法学,370,58.5,89.10000000000001,77,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,教育学,383,54.449999999999996,89.09,80,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,文学,412,60.0,90.0,10,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,历史学,349,54.35,83.27000000000001,46,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,理学,339,51.85,78.97,20,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,工学,293,42.949999999999996,63.39,189,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,农学,277,40.0,67.71000000000001,50,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,医学,330,51.5,75.9,79,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,军事学,308,47.199999999999996,66.84,67,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,管理学,405,57.75,90.0,59,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,艺术学,374,55.1,89.02000000000001,30,模拟数据(基于历史趋势)
2019,10487,华中科技大学,武汉,新一线城市,交叉学科,349,51.35,85.27000000000001,35,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,哲学,351,52.65,75.73,40,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,经济学,417,60.0,90.0,126,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,法学,360,54.0,81.8,31,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,教育学,383,58.449999999999996,88.09,29,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,文学,411,60.0,90.0,33,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,历史学,348,50.199999999999996,83.04,44,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,理学,312,47.8,73.76,50,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,工学,310,48.5,69.3,133,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,农学,281,45.15,64.63000000000001,25,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,医学,335,50.25,80.05,53,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,军事学,287,44.05,70.01,68,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,管理学,377,58.55,87.71000000000001,38,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,艺术学,399,60.0,90.0,26,模拟数据(基于历史趋势)
2019,10533,中南大学,长沙,新一线城市,交叉学科,367,57.05,82.41,31,模拟数据(基于历史趋势)
2019,10532,湖南大学,长沙,新一线城市,哲学,360,55.0,86.8,41,模拟数据(基于历史趋势)
2019,10532,湖南大学,长沙,新一线城市,经济学,419,60.0,90.0,133,模拟数据(基于历史趋势)
2019,10532,湖南大学,长沙,新一线城市,法学,346,50.9,74.58,15,模拟数据(基于历史趋势)
2019,10532,湖南大学,长沙,新一线城市,教育学,386,56.9,85.78,60,模拟数据(基于历史趋势)
