年份,学校代码,学校名称,城市,地区类别,学科门类,总分要求,单科满分100,单科满分150,拟招生人数,数据来源,学校层次,是否一线城市,学科热度
2020,10006,北京航空航天大学,北京,一线城市,理学,347,49,83,23,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10006,北京航空航天大学,北京,一线城市,工学,297,45,72,94,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10006,北京航空航天大学,北京,一线城市,农学,290,40,67,43,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10006,北京航空航天大学,北京,一线城市,医学,351,54,83,63,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10006,北京航空航天大学,北京,一线城市,军事学,305,47,72,50,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10006,北京航空航天大学,北京,一线城市,管理学,396,60,90,42,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10006,北京航空航天大学,北京,一线城市,艺术学,392,60,89,13,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10006,北京航空航天大学,北京,一线城市,交叉学科,377,57,90,7,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,哲学,349,49,77,67,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,经济学,406,60,90,103,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10007,北京理工大学,北京,一线城市,法学,388,57,84,69,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,教育学,375,59,86,54,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,文学,396,56,90,10,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10007,北京理工大学,北京,一线城市,历史学,350,53,82,33,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,理学,346,49,80,6,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,工学,276,40,62,149,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,农学,270,40,66,29,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,医学,341,49,78,51,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,军事学,300,42,67,65,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10007,北京理工大学,北京,一线城市,管理学,385,58,86,32,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10007,北京理工大学,北京,一线城市,艺术学,410,58,90,63,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10007,北京理工大学,北京,一线城市,交叉学科,351,55,80,15,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,哲学,331,47,76,34,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,经济学,409,58,90,156,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10027,北京师范大学,北京,一线城市,法学,390,58,85,18,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,教育学,378,56,90,58,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,文学,419,60,90,36,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10027,北京师范大学,北京,一线城市,历史学,374,56,83,78,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,理学,348,55,83,46,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,工学,287,40,62,178,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,农学,292,45,62,20,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,医学,364,56,85,64,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,军事学,292,46,71,21,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10027,北京师范大学,北京,一线城市,管理学,411,58,90,128,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10027,北京师范大学,北京,一线城市,艺术学,403,58,90,77,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10027,北京师范大学,北京,一线城市,交叉学科,348,55,77,21,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,哲学,345,50,81,13,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,经济学,388,60,90,70,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10019,中国农业大学,北京,一线城市,法学,375,58,87,80,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,教育学,385,60,90,76,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,文学,412,60,90,28,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10019,中国农业大学,北京,一线城市,历史学,346,48,79,39,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,理学,345,54,80,78,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,工学,319,46,74,44,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,农学,279,40,60,10,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,医学,323,50,77,52,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,军事学,313,48,67,23,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10019,中国农业大学,北京,一线城市,管理学,400,60,90,121,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10019,中国农业大学,北京,一线城市,艺术学,411,60,89,79,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10019,中国农业大学,北京,一线城市,交叉学科,369,52,87,25,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,哲学,332,49,81,69,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,经济学,400,60,90,149,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10246,复旦大学,上海,一线城市,法学,388,60,90,18,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,教育学,386,59,87,10,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,文学,418,60,90,74,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10246,复旦大学,上海,一线城市,历史学,368,58,79,29,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,理学,363,56,86,33,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,工学,308,47,69,166,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,农学,284,40,63,38,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,医学,340,54,74,31,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,军事学,309,46,72,33,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10246,复旦大学,上海,一线城市,管理学,408,60,90,70,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10246,复旦大学,上海,一线城市,艺术学,403,60,90,59,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10246,复旦大学,上海,一线城市,交叉学科,380,56,83,35,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,哲学,352,53,84,35,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,经济学,420,60,90,62,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10248,上海交通大学,上海,一线城市,法学,386,56,84,36,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,教育学,395,60,90,46,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,文学,415,60,90,67,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10248,上海交通大学,上海,一线城市,历史学,346,54,80,49,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,理学,341,52,78,78,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,工学,318,46,68,101,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,农学,296,41,67,37,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,医学,354,55,86,52,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,军事学,321,50,76,79,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10248,上海交通大学,上海,一线城市,管理学,404,59,88,81,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10248,上海交通大学,上海,一线城市,艺术学,407,60,90,72,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2020,10248,上海交通大学,上海,一线城市,交叉学科,382,56,82,32,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,哲学,330,46,78,9,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,经济学,410,60,90,175,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10247,同济大学,上海,一线城市,法学,388,57,84,46,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,教育学,378,59,83,23,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,文学,419,60,90,12,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10247,同济大学,上海,一线城市,历史学,354,54,77,62,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,理学,355,52,80,30,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,工学,317,48,73,41,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,农学,289,45,70,62,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,医学,361,53,87,13,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,军事学,312,45,68,31,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10247,同济大学,上海,一线城市,管理学,408,59,90,73,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10247,同济大学,上海,一线城市,艺术学,404,60,90,32,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10247,同济大学,上海,一线城市,交叉学科,349,49,84,65,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,哲学,339,48,79,37,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,经济学,419,60,90,94,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10269,华东师范大学,上海,一线城市,法学,375,58,83,65,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,教育学,363,53,87,29,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,文学,406,60,90,55,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10269,华东师范大学,上海,一线城市,历史学,367,54,80,30,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,理学,325,50,69,33,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,工学,309,44,68,113,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,农学,274,44,60,17,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,医学,341,48,73,56,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,军事学,290,41,71,57,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10269,华东师范大学,上海,一线城市,管理学,405,59,90,190,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10269,华东师范大学,上海,一线城市,艺术学,405,57,90,21,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2020,10269,华东师范大学,上海,一线城市,交叉学科,343,54,73,66,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,哲学,348,50,83,60,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,经济学,420,60,90,94,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10284,南京大学,南京,新一线城市,法学,381,54,89,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,教育学,370,58,88,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,文学,387,60,89,33,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10284,南京大学,南京,新一线城市,历史学,355,53,79,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,理学,313,47,71,57,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,工学,278,43,66,41,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,农学,255,40,62,60,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,医学,340,54,82,64,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,军事学,284,43,67,68,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10284,南京大学,南京,新一线城市,管理学,380,59,83,37,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10284,南京大学,南京,新一线城市,艺术学,385,55,87,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10284,南京大学,南京,新一线城市,交叉学科,364,52,78,47,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,哲学,343,50,82,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,经济学,395,60,86,141,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10286,东南大学,南京,新一线城市,法学,374,53,88,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,教育学,382,55,89,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,文学,417,60,90,16,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10286,东南大学,南京,新一线城市,历史学,345,51,84,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,理学,358,51,78,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,工学,299,41,67,155,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,农学,265,40,60,34,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,医学,344,52,76,68,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,军事学,305,42,69,74,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10286,东南大学,南京,新一线城市,管理学,391,57,90,151,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10286,东南大学,南京,新一线城市,艺术学,390,58,87,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10286,东南大学,南京,新一线城市,交叉学科,335,52,78,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,哲学,354,52,80,43,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,经济学,420,60,90,190,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2020,10335,浙江大学,杭州,新一线城市,法学,370,54,85,23,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,教育学,386,56,88,6,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,文学,417,60,90,25,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2020,10335,浙江大学,杭州,新一线城市,历史学,356,55,77,35,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,理学,340,52,82,15,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,工学,316,47,72,72,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,农学,300,47,69,46,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,医学,342,53,81,48,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,军事学,289,40,70,56,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10335,浙江大学,杭州,新一线城市,管理学,395,60,87,159,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2020,10335,浙江大学,杭州,新一线城市,艺术学,420,60,90,30,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2020,10335,浙江大学,杭州,新一线城市,交叉学科,365,55,83,56,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,哲学,330,49,76,51,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,经济学,402,60,90,162,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10358,中国科学技术大学,合肥,新一线城市,法学,362,53,85,18,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,教育学,378,57,85,49,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,文学,403,58,87,79,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10358,中国科学技术大学,合肥,新一线城市,历史学,350,52,83,44,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,理学,344,50,82,69,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,工学,303,45,72,116,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,农学,279,40,60,79,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,医学,353,53,76,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,军事学,305,45,72,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10358,中国科学技术大学,合肥,新一线城市,管理学,393,60,90,135,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10358,中国科学技术大学,合肥,新一线城市,艺术学,375,57,90,11,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10358,中国科学技术大学,合肥,新一线城市,交叉学科,357,55,78,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,哲学,344,50,81,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,经济学,410,60,90,175,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10422,山东大学,济南,新一线城市,法学,363,54,83,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,教育学,378,58,84,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,文学,420,60,90,16,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10422,山东大学,济南,新一线城市,历史学,354,50,85,65,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,理学,340,51,74,19,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,工学,299,47,64,32,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,农学,282,45,66,30,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,医学,334,48,71,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,军事学,295,41,70,63,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10422,山东大学,济南,新一线城市,管理学,388,57,85,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10422,山东大学,济南,新一线城市,艺术学,400,59,88,49,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10422,山东大学,济南,新一线城市,交叉学科,346,51,77,52,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,哲学,348,54,82,13,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,经济学,402,58,90,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10423,中国海洋大学,青岛,新一线城市,法学,367,58,89,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,教育学,369,57,89,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,文学,409,60,89,26,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10423,中国海洋大学,青岛,新一线城市,历史学,355,53,78,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,理学,319,49,76,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,工学,288,40,71,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,农学,265,40,61,49,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,医学,341,53,79,27,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,军事学,293,44,71,28,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10423,中国海洋大学,青岛,新一线城市,管理学,391,58,90,67,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10423,中国海洋大学,青岛,新一线城市,艺术学,390,56,89,13,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10423,中国海洋大学,青岛,新一线城市,交叉学科,337,51,82,45,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,哲学,348,52,75,72,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,经济学,393,60,86,84,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10486,武汉大学,武汉,新一线城市,法学,348,51,78,27,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,教育学,386,57,85,59,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,文学,413,60,90,7,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10486,武汉大学,武汉,新一线城市,历史学,354,52,82,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,理学,317,49,68,79,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,工学,291,41,68,43,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,农学,288,44,63,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,医学,352,52,84,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,军事学,292,42,67,50,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10486,武汉大学,武汉,新一线城市,管理学,408,59,90,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10486,武汉大学,武汉,新一线城市,艺术学,398,60,87,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10486,武汉大学,武汉,新一线城市,交叉学科,357,54,84,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,哲学,332,52,75,27,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,经济学,407,59,90,99,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10487,华中科技大学,武汉,新一线城市,法学,340,49,76,52,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,教育学,386,55,83,59,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,文学,392,56,90,36,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2020,10487,华中科技大学,武汉,新一线城市,历史学,366,53,88,35,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,理学,326,49,75,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,工学,288,44,62,153,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,农学,270,40,61,51,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2020,10487,华中科技大学,武汉,新一线城市,医学,323,51,73,76,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
